Termino_Ingles,Transcripcion_IPA
adulterate,əˈdəltərˌeɪt
grotesque,groʊˈtɛsk
skimmed,skɪmd
rodge,rɑʤ
iguana,ˌɪgˈwɑnə
protrude,proʊˈtrud
proceeding,prəˈsidɪŋ
novelly,ˈnoʊvəli
logistics,ləˈʤɪstɪks
improper,ˌɪmˈprɑpər
designee,ˌdɛzɪgˈni
infeasible,ˌɪnˈfizəbəl
bastard,ˈbæstərd
antidrug,ˌæntɪˈdrəg
carbohydrate,ˌkɑrboʊˈhaɪˌdreɪt
plutocrat,ˈplutəˌkræt
mambo,ˈmɑmboʊ
cautiously,ˈkɔʃəsli
gutt,gət
sharp,ʃɑrp
stem,stɛm
despairing,dɪˈspɛrɪŋ
ami,ˈɑmi
weave,wiv
franco,ˈfræŋkoʊ
salm,sɑm
batterer,ˈbætərər
clinical,ˈklɪnɪkəl
llama,ˈlɑmə
parted,ˈpɑrtɪd
yourselves,ˈjɔrsɛlvz
kelly,ˈkɛli
hans,hɑns
troika,ˈtrɔɪkə
ear,ɪr
golf,gɔlf
holmium,ˈhoʊlmiəm
dandyism,ˈdændiˌɪzəm
brotherton,ˈbrəðərtən
mockingbird,ˈmɑkɪŋˌbərd
coniferous,kəˈnɪfərəs
houghton,ˈhɔtən
interpret,ˌɪnˈtərprət
infective,ˌɪnˈfɛktɪv
process,ˈprɔˌsɛs
mandatory,ˈmændəˌtɔri
watering,ˈwɔtərɪŋ
inverted,ˌɪnˈvərtɪd
penchant,ˈpɛnʧənt
penta,ˈpɛntə
steel,stil
selenite,ˈsɛlɪˌnaɪt
vapor,ˈveɪpər
pretentious,priˈtɛnʃəs
eyestone,ˈaɪˌstoʊn
receptionist,rɪˈsɛpʃənɪst
orthodoxy,ˈɔrθəˌdɑksi
nonpublic,nɑnˈpəblɪk
subscriber,səbˈskraɪbər
wellness,ˈwɛlnəs
shellacking,ˌʃɛˈlækɪŋ
sec,sɛk
bel,bɛl
truss,trəs
starfish,ˈstɑrˌfɪʃ
grasp,græsp
martel,ˈmɑrˌtɛl
gauze,gɔz
fife,faɪf
meteorological,ˌmitiˌɔrəˈlɑʤɪkəl
phew,fju
chancellor,ˈʧænsələr
bowery,ˈbaʊəri
magma,ˈmægmə
examining,ɪgˈzæmɪnɪŋ
pote,poʊt
sheep,ʃip
untangle,ənˈtæŋgəl
gordian,ˈgɔrdiən
svelte,svɛlt
monkeylike,ˈməŋkiˌlaɪk
side,saɪd
southbound,ˈsaʊθˌbaʊnd
treason,ˈtrizən
indecisive,ˌɪndɪˈsaɪsɪv
dane,deɪn
defamatory,dɪˈfæməˌtɔri
hypersonic,ˌhaɪpərˈsɑnɪk
staining,ˈsteɪnɪŋ
slowpoke,sˈloʊˌpoʊk
furnish,ˈfərnɪʃ
dais,deɪz
myra,ˈmaɪrə
hypertonic,ˌhaɪpərˈtɑnɪk
antecedent,ˌænˈtɛsədənt
recantation,ˌrɛkənˈteɪʃən
poleward,ˈpoʊlwərd
wrecking,ˈrɛkɪŋ
overt,ˈoʊvərt
sunflower,ˈsənˌflaʊər
mormon,ˈmɔrmən
denis,ˈdɛnɪs
adelphi,əˈdɛlfi
linwood,ˈlɪnˌwʊd
ted,tɛd
rude,rud
baton,ˈbæˌtɑn
homogenize,hoʊˈmɑʤəˌnaɪz
benign,bɪˈnaɪn
angelfish,ˈeɪnʤəlˌfɪʃ
buhl,bjul
incarnate,ˌɪnˈkɑrˌneɪt
scattergood,ˈskætərˌgʊd
elongated,ɪˈlɔŋgeɪtəd
vaunted,ˈvɔntɪd
guncotton,ˈgənˈkɑtən
portion,ˈpɔrʃən
carafe,kəˈræf
shipyard,ˈʃɪˌpjɑrd
hydra,ˈhaɪdrə
reaver,ˈrivər
amar,əˈmɑr
twilight,tˈwaɪˌlaɪt
costa,ˈkɔstɑ
crouched,kraʊʧt
epitome,ɪˈpɪtəmi
hood,hʊd
intonation,ˌɪntəˈneɪʃən
asa,ˈɑsə
transgressing,trænzˈgrɛsɪŋ
allegheny,ˌæləˈgeɪni
komsomol,ˈkɑmsoʊməl
embarrassingly,ɪmˈbɛrəsɪŋli
defraud,dɪˈfrɔd
uptown,ˈəpˈtaʊn
domine,doʊˈmini
brittle,ˈbrɪtəl
standing,ˈstændɪŋ
jose,ˌhoʊˈzeɪ
bedevil,bɪˈdɛvəl
uzbek,ˈuzbɛk
phosphorous,ˈfɑsfərəs
cliff,klɪf
dugal,ˈduʤəl
demonstrative,dɪˈmɑnstrətɪv
bobo,ˈboʊboʊ
buffoon,bəˈfun
dame,deɪm
forgo,fɔrˈgoʊ
bully,ˈbʊli
medico,ˈmɛdɪˌkoʊ
uninsurable,ənɪnˈʃʊrəbəl
luminary,ˈluməˌnɛri
wow,waʊ
facilitate,fəˈsɪləˌteɪt
trudgen,ˈtrəʤən
expanding,ɪkˈspændɪŋ
misgiving,mɪsˈgɪvɪŋ
lich,lɪʧ
fantasia,fænˈteɪʒə
demonstrate,ˈdɛmənˌstreɪt
slippage,sˈlɪpɪʤ
electronic,ˌɪˌlɛkˈtrɑnɪk
unbelieving,ˌənbəˈlivɪŋ
specialization,ˌspɛʃələˈzeɪʃən
ruffle,ˈrəfəl
distracted,dɪˈstræktɪd
blackbird,ˈblækbərd
engraving,ɪnˈgreɪvɪŋ
keto,ˈkeɪtoʊ
sepia,ˈsipiə
simmer,ˈsɪmər
angle,ˈæŋgəl
exterior,ɪkˈstɪriər
cryogenic,ˈkraɪəˌʤɛnɪk
mercantile,ˈmərkənˌtaɪl
parasite,ˈpɛrəˌsaɪt
frayn,freɪn
evade,ɪˈveɪd
semifinish,ˌsɛmɪˈfɪnɪʃ
vortex,ˈvɔrtɛks
paternity,pəˈtərnɪti
epilepsy,ˈɛpɪˌlɛpsi
arrowroot,ˈɛroʊˌrut
ballooning,bəˈlunɪŋ
hemoglobin,ˌhiməˈgloʊbən
fake,feɪk
tongue,təŋ
barney,ˈbɑrni
repair,rɪˈpɛr
kick,kɪk
scam,skæm
epicurean,ˌɛpəˈkjʊriən
exhale,ɛksˈheɪl
disgorgement,dɪsˈgɔrʤmənt
gambit,ˈgæmbɪt
scarry,ˈskæri
slag,slæg
dally,ˈdæli
pluralistic,ˌplʊrəˈlɪstɪk
micheal,ˈmaɪkəl
unceasing,ənˈsisɪŋ
sic,sɪk
nursery,ˈnərsəri
stormy,ˈstɔrmi
pastoralize,ˈpætərəˌlaɪz
jubilant,ˈʤubələnt
immortal,ˌɪˈmɔrtəl
floc,flɑk
diaper,ˈdaɪpər
visage,ˈvɪzəʤ
crosse,krɑs
apparition,ˌæpərˈɪʃən
nausea,ˈnɔziə
judas,ˈʤudəs
insightful,ˈɪnˌsaɪtfəl
copple,ˈkɑpəl
implosion,ˌɪmˈploʊʒən
gilt,gɪlt
naik,neɪk
eagle,ˈigəl
angus,ˈæŋgəs
intentionally,ˌɪnˈtɛnʃənəli
hamburger,ˈhæmbərgər
monkey,ˈməŋki
delight,dɪˈlaɪt
manual,ˈmænjuəl
inter,ˌɪnˈtər
curtail,kərˈteɪl
dug,dəg
according,əˈkɔrdɪŋ
foundling,ˈfaʊndlɪŋ
purer,ˈpjʊrər
musha,ˈmuʃə
crimp,krɪmp
yachter,ˈjɑtər
killeen,kɪˈlin
clustered,ˈkləstərd
unshackle,ənˈʃækəl
inflamed,ɪnˈfleɪmd
reynold,ˈrɛnəld
kibble,ˈkɪbəl
wampum,ˈwɑmpəm
debi,ˈdɛbi
purely,ˈpjʊrli
darner,ˈdɑrnər
syntax,ˈsɪnˌtæks
clamber,ˈklæmbər
cantaloupe,ˈkæntəˌloʊp
cay,keɪ
economics,ˌɛkəˈnɑmɪks
knape,neɪp
girlishly,ˈgərlɪʃli
moraine,məreɪn
unraveling,ənˈrævəlɪŋ
indus,ˈɪndəs
tortured,ˈtɔrʧərd
leto,ˈlitoʊ
ostentation,ˌɔstɛnˈteɪʃən
gorgon,ˈgɔrgən
houseman,ˈhaʊsmən
thomasine,θoʊmɑˈsini
resume,ˈrɛzəˌmeɪ
approximate,əˈprɑksəˌmeɪt
clever,ˈklɛvər
unrepentant,ˌənrɪˈpɛntənt
tibbie,ˈtɪbi
photogenic,ˌfoʊtəˈʤɛnɪk
inhabited,ˌɪnˈhæbətəd
stow,stoʊ
parmesan,ˈpɑrməˌzɑn
above,əˈbəv
disconcerting,ˌdɪskənˈsərtɪŋ
frederica,ˌfrɛdərˈikə
tantalizingly,ˈtænəˌlaɪzɪŋli
pastoral,ˈpæstərəl
prefab,ˈpriˈfæb
sibling,ˈsɪblɪŋ
unimaginable,ˌənɪˈmæʤɪnəbəl
crescent,ˈkrɛsənt
clasp,klæsp
jangle,ˈʤæŋgəl
enslavement,ɛnsˈleɪvmənt
swordfish,ˈsɔrdˌfɪʃ
revise,rɪˈvaɪz
thickly,ˈθɪkli
articulatory,ɑrˈtɪkjələˌtɔri
aerial,ˈɛriəl
hitchhiker,ˈhɪˌʧhaɪkər
sophomore,ˈsɑfˌmɔr
limmer,ˈlɪmər
bath,bæθ
idiocy,ˈɪdiəsi
include,ˌɪnˈklud
spade,speɪd
hormonal,ˈhɔrˌmoʊnəl
unravel,ənˈrævəl
insight,ˈɪnˌsaɪt
expectant,ɪkˈspɛktənt
commuting,kəmˈjutɪŋ
punctual,ˈpəŋkʧuəl
impassioned,ˌɪmˈpæʃənd
town,taʊn
crosspiece,ˈkrɔˌspis
successfully,səkˈsɛsfəli
whig,wɪg
vertex,ˈvərˌtɛks
swiftness,sˈwɪftnəs
grassman,ˈgræsmən
musical,mˈjuzɪkəl
sisterhood,ˈsɪstərhʊd
japonica,ʤəˈpɑnɪkə
quinto,kˈwɪntoʊ
facility,fəˈsɪlɪti
menacing,ˈmɛnəsɪŋ
umbel,ˈəmbəl
tulip,ˈtulɪp
permit,ˈpərˌmɪt
locust,ˈloʊkəst
goody,ˈgʊdi
transillumination,ˌtrænzəˌluməˈneɪʃən
imperial,ˌɪmˈpɪriəl
gnatcatcher,ˈnætˌkæʧər
hallelujah,ˌhæləˈlujə
harmer,ˈhɑrmər
bondage,ˈbɑndɪʤ
reel,ril
regard,rɪˈgɑrd
liter,ˈlitər
rhizome,ˈraɪˌzoʊm
muskogee,məˈskoʊgi
andy,ˈændi
estrogen,ˈɛstrəʤən
whiff,wɪf
hostess,ˈhoʊstəs
thinness,ˈθɪnɪs
mental,ˈmɛntəl
calcified,ˈkælsəˌfaɪd
plane,pleɪn
stadia,ˈstɑˌdiɑ
virga,ˈvərgə
lessee,lɛˈsi
quarterman,kˈwɔrtərmən
roomy,ˈrumi
sprocket,ˈsprɑkət
masturbation,ˌmæstərˈbeɪʃən
unscramble,ənˈskræmbəl
fae,faɪ
tatu,ˌtɑˈtu
realizing,ˈriəˌlaɪzɪŋ
disagreement,dɪsəˈgrimənt
homey,ˈhoʊmi
peacetime,ˈpiˌstaɪm
shi,ʃi
nectar,ˈnɛktər
knitting,ˈnɪtɪŋ
ambitiously,æmˈbɪʃəsli
wildly,ˈwaɪldli
merlin,ˈmərlɪn
steve,stiv
sickening,ˈsɪkənɪŋ
rudy,ˈrudi
aureole,ˈɑrioʊl
creak,krik
cog,kɔg
peiser,ˈpaɪsər
misconduct,mɪˈskɑndəkt
typically,ˈtɪpɪkəli
unsubscribed,ənsəbˈskraɪbd
dianetics,ˌdaɪəˈnɛtɪks
kelter,ˈkɛltər
yak,jæk
went,wɛnt
incidentally,ˌɪnsɪˈdɛntəli
ditch,dɪʧ
ghoulishly,ˈgulɪʃli
elusive,ɪˈlusɪv
poof,puf
tippet,ˈtɪpət
thermos,ˈθərməs
superconductor,ˈsupərkənˌdəktər
transported,trænˈspɔrtəd
lucchese,luˈkeɪzi
benedicta,ˈbɛnədiktə
upside,ˈəpˈsaɪd
pander,ˈpændər
artificial,ˌɑrtəˈfɪʃəl
secular,ˈsɛkjələr
sealant,ˈsilənt
stealth,stɛlθ
uninjured,əˈnɪnʤərd
vacant,ˈveɪkənt
somnolence,ˈsɑmnələns
deplete,dɪˈplit
form,fɔrm
selflessness,ˈsɛlfləsnɪs
pelican,ˈpɛləkən
zach,zæk
drang,dræŋ
drizzle,ˈdrɪzəl
total,ˈtoʊtəl
precisely,prɪˈsaɪsli
grueling,ˈgruɪlɪŋ
dangler,ˈdæŋgələr
jami,ˈʤeɪmi
plate,pleɪt
spooner,ˈspunər
spoken,ˈspoʊkən
wolfram,ˈwʊlˌfræm
fancy,ˈfænsi
orchestrally,ɔrˈkɛstrəli
adoration,ˌædərˈeɪʃən
sprinter,ˈsprɪntər
woodpecker,ˈwʊdˌpɛkər
doke,doʊk
clicker,ˈklɪkər
berkshire,ˈbərkˌʃaɪr
tyrannosaurus,tɪrænəˈsɔrəs
spontaneously,spɑnˈteɪniəsli
pistachio,pəˈstæʃiˌoʊ
banyan,ˈbænjən
piny,ˈpaɪni
cupboard,ˈkəbərd
vacancy,ˈveɪkənsi
chassis,ˈʧæsi
pea,pi
opposing,əˈpoʊzɪŋ
give,gɪv
savor,ˈseɪvər
campfire,ˈkæmpˌfaɪər
impressionable,ˌɪmˈprɛʃənəbəl
leant,ˈliənt
smelt,smɛlt
fruition,fruˈɪʃən
docent,ˈdoʊsənt
skidding,ˈskɪdɪŋ
satisfactorily,ˌsætɪsˈfæktrəli
bondar,bənˈdɑr
proposal,prəˈpoʊzəl
disorderly,dɪˈsɔrdərli
prankster,ˈpræŋkstər
achievable,əˈʧivəbəl
nugatory,ˈnugɑˌtɔri
ennoble,ɪˈnoʊbəl
ian,ˈiən
sweetening,sˈwitənɪŋ
taxed,tækst
prognosis,prɑgˈnoʊsəs
risen,ˈrɪzən
maelstrom,ˈmeɪlstrəm
tomahawk,ˈtɑməˌhɔk
remorseless,rɪˈmɔrsləs
bradley,ˈbrædli
hacker,ˈhækər
applicant,ˈæplɪkənt
sextet,ˌsɛkˈstɛt
synchronized,ˈsɪŋkrəˌnaɪzd
reclassification,riˌklæsəfəˈkeɪʃən
optimistically,ˌɑptɪˈmɪstɪkəli
danger,ˈdeɪnʤər
untie,ənˈtaɪ
leviticus,ləˈvɪtəkəs
romanesque,ˌroʊməˈnɛsk
perhaps,pərˈhæps
dawdy,ˈdɔdi
priestess,ˈpristəs
cuttlefish,ˈkətəlˌfɪʃ
regionally,ˈriʤənəli
ferrara,fərˈɑrə
greenness,ˈgrinnəs
frighten,ˈfraɪtən
administrative,ədˈmɪnɪˌstreɪtɪv
careering,kərˈɪrɪŋ
lighten,ˈlaɪtən
beverly,ˈbɛvərli
thrifty,θˈrɪfti
lose,luz
suds,sədz
davidian,dəˈvɪdiən
afshar,ˈæfʃər
magic,ˈmæʤɪk
armida,ɑrˈmidə
stabilize,ˈsteɪbəˌlaɪz
fearsome,ˈfɪrsəm
accentuate,ækˈsɛnʧueɪt
unratified,ənˈrætɪˌfaɪd
collard,ˈkɑlərd
agnes,ˈægnɪs
gant,gænt
fragile,ˈfræʤəl
deletion,dɪˈliʃən
devolution,ˌdɛvəˈluʃən
painter,ˈpeɪnər
geneticist,ʤəˈnɛtəsəst
bizarre,bɪˈzɑr
designate,ˈdɛzɪgˌneɪt
affidavit,ˌæfəˈdeɪvət
zealously,ˈzɛləsli
firsthand,ˈfərsthænd
bohemian,boʊˈhimiən
summary,ˈsəməri
absurd,əbˈsərd
light,laɪt
crushing,ˈkrəʃɪŋ
timed,taɪmd
tucker,ˈtəkər
analysand,æˈnælɪˌzænd
regarding,rɪˈgɑrdɪŋ
waking,ˈweɪkɪŋ
rutile,ˈrutil
dolores,dəˈlɔrɪs
impeccably,ˌɪmˈpɛkəbli
prunella,pruˈnɛlə
delighted,dɪˈlaɪtɪd
turpentine,ˈtərpənˌtaɪn
exorcism,ˈɛksərˌsɪzəm
anderson,ˈændərsən
misunderstand,ˌmɪsəndərˈstænd
nontransferable,ˌnɑnˌtrænsˈfərəbəl
admissible,ədˈmɪsəbəl
vigilant,ˈvɪʤələnt
crop,krɑp
monorail,ˈmɑnərˌeɪl
favorably,ˈfeɪvərəbli
gaul,gɔl
patty,ˈpæti
distinctiveness,dɪˈstɪŋktɪvnəs
guild,gɪld
unmanaged,ənˈmænɪʤd
kimberlin,ˈkɪmbərlɪn
isolde,ˈɪsoʊld
das,dɑs
midge,mɪʤ
basilica,bəˈzɪləkə
foist,fɔɪst
tinsman,ˈtɪnsmən
essence,ˈɛsəns
vasectomy,væˈzɛktəmi
probable,ˈprɑbəbəl
student,ˈstudənt
catcher,ˈkæˌʧər
isotopic,ˌaɪsəˈtɑpɪk
constipate,ˈkɑnstəˌpeɪt
prejudicial,ˌprɛʤəˈdɪʃəl
untapped,ənˈtæpt
narrative,ˈnɛrətɪv
monster,ˈmɑnstər
pertaining,pərˈteɪnɪŋ
bittersweet,ˈbɪtərsˌwit
kenton,ˈkɛntən
blamed,bleɪmd
conduction,kənˈdəkʃən
impetuous,ˌɪmˈpɛʧwəs
innermost,ˈɪnərˌmoʊst
elkhorn,ˈɛlˌkhɔrn
olaf,ˈoʊlɑf
brender,ˈbrɛndər
payroll,ˈpeɪˌroʊl
repass,riˈpæs
seres,sirz
sight,saɪt
swastika,sˈwɑstɪkə
tyranny,ˈtɪrəni
ministration,ˌmɪnəˈstreɪʃən
huge,juʤ
leaser,ˈlisər
annular,ˈænjələr
weighting,ˈweɪtɪŋ
boose,bus
customs,ˈkəstəmz
inconclusive,ˌɪnkənˈklusɪv
facetious,fəˈsiʃəs
sync,sɪŋk
inviolable,ˌɪnˈvaɪələbəl
disease,dɪˈziz
cross,krɔs
holly,ˈhɑli
nonmanufacturing,ˌnɑnˌmænjəˈfækʧərɪŋ
gutter,ˈgətər
freethinker,ˈfriˈθɪŋkər
quasi,kˈwɑsi
lacy,ˈleɪsi
bushy,ˈbʊʃi
asperity,əˈspɛrɪti
harmonization,ˌhɑrmənɪˈzeɪʃən
superstition,ˌsupərˈstɪʃən
disable,dɪˈseɪbəl
sketchy,ˈskɛʧi
homicide,ˈhɑməˌsaɪd
serena,səˈrinə
geneva,ʤəˈnivə
foster,ˈfɑstər
shaving,ˈʃeɪvɪŋ
baleen,bəˈlin
zoned,zoʊnd
pedantic,pəˈdæntɪk
umpire,ˈəmˌpaɪər
turbidity,tərˈbɪdəti
approachable,əˈproʊʧəbəl
opera,ˈɑprə
were,wər
loading,ˈloʊdɪŋ
hankering,ˈhæŋkərɪŋ
aries,ˈɛriz
dow,daʊ
temblor,ˈtɛmblər
hew,hju
invent,ˌɪnˈvɛnt
malik,ˈmælɪk
eunice,ˈjunɪs
trace,treɪs
conqueror,ˈkɑŋkərər
mandarin,ˈmændərən
surrogation,sərəˈgeɪʃən
drake,dreɪk
categorization,ˌkætəgərɪˈzeɪʃən
inaccurately,ˌɪˈnækjərətli
sexed,sɛkst
transient,ˈtrænʒənt
sontag,ˈsɑnˌtæg
moderator,ˈmɑdərˌeɪtər
aghast,əˈgæst
otherness,ˈəðərnəs
relapse,riˈlæps
twenty,tˈwɛnti
acantha,ɑˈkɑnðə
sortie,ˈsɔrti
isolationism,ˌaɪsəˈleɪʃəˌnɪzəm
suede,sweɪd
smell,smɛl
cauterize,ˈkɔtəraɪz
embassy,ˈɛmbəsi
frustration,frəˈstreɪʃən
manchester,ˈmænˌʧɛstər
bop,bɑp
aging,ˈeɪʤɪŋ
replication,ˌrɛplɪˈkeɪʃən
indefensible,ˌɪndɪˈfɛnsəbəl
doorstep,ˈdɔrˌstɛp
blimp,blɪmp
cocked,kɔkt
stratus,ˈstrætəs
stoutness,ˈstaʊtnəs
mouton,ˈmutɔn
holing,ˈhoʊlɪŋ
ruman,ˈrumən
classicist,ˈklæsəsəst
slipped,slɪpt
catwalk,ˈkætˌwɔk
silas,ˈsaɪləs
sorbonne,sɔrˈbɑn
tim,tɪm
attribution,ˌætrɪˈbjuʃən
mell,mɛl
inconspicuous,ˌɪŋˈkɑnspɪkwəs
demagogy,ˈdɛməˌgɑʤi
phonemic,fəˈnimɪk
infection,ˌɪnˈfɛkʃən
pie,paɪ
taoist,daʊɪst
theatric,ˈθitrɪk
housewright,ˈhaʊsˌraɪt
doctor,ˈdɔktər
flouting,ˈflaʊtɪŋ
irritable,ˈɪrətəbəl
dullness,ˈdəlnəs
disparate,ˈdɪspərɪt
lulu,ˈluˌlu
atheism,ˈeɪθiˌɪzəm
irena,ˌɪˈreɪnə
pickerel,ˈpɪkərəl
camera,ˈkæmərə
unregulated,ənˈrɛgjəˌleɪtɪd
deviate,ˈdiviˌeɪt
clothier,ˈkloʊðjər
rance,ræns
loony,ˈluni
caprice,kəˈpris
lifer,ˈlaɪfər
fader,ˈfeɪdər
skye,skaɪ
ark,ɑrk
enrollee,ɛnˈroʊˈli
leaguer,ˈligər
cowlicks,ˈkaʊlɪks
preliminarily,prɪˌlɪməˈnɛrɪli
dewy,dui
shrine,ʃraɪn
teak,tik
whole,hoʊl
tutor,ˈtutər
photocopy,ˈfoʊtoʊˌkɑpi
wood,wʊd
hopscotch,ˈhɑpˌskɑʧ
koller,ˈkɑlər
archive,ˈɑrˌkaɪv
circumscribe,ˌsərkəmˈskraɪb
teapot,ˈtiˌpɑt
grim,grɪm
medically,ˈmɛdɪkəli
backwoods,ˈbækˈwʊdz
conductive,kənˈdəktɪv
galban,ˈgælbən
stall,stɔl
gummed,gəmd
yard,jɑrd
guernsey,ˈgərnzi
sheltered,ˈʃɛltərd
grandfatherly,ˈgrænˌfɑðərli
featherweight,ˈfɛðərˌweɪt
convalesce,ˌkɑnvəˈlɛs
bela,ˈbɛlə
martin,ˈmɑrtɪn
roan,roʊn
difference,ˈdɪfərəns
ravishing,ˈrævɪʃɪŋ
constitutionally,ˌkɑnstəˈtuʃənəli
bargainer,ˈbɑrgɪnər
flagstaff,ˈflægˌstæf
giggle,ˈgɪgəl
unamended,ənəˈmɛndɪd
strack,stræk
hubble,ˈhəbəl
lucinda,luˈsɪndə
emaciate,ɪˈmeɪʃiˌeɪt
diversity,dɪˈvərsɪti
identifier,aɪˈdɛntəˌfaɪər
chisel,ˈʧɪzəl
investor,ˌɪnˈvɛstər
rejoin,riˈʤɔɪn
jainism,ˈʤeɪnɪzəm
adult,ˈædəlt
heater,ˈhitər
boer,bɔr
overbuilt,ˈoʊvərˈbɪlt
motorcycle,ˈmoʊtərˌsaɪkəl
rabbit,ˈræbɪt
sacrificing,ˈsækrəˌfaɪsɪŋ
desert,ˈdɛzərt
carousing,kərˈaʊzɪŋ
feverfew,ˈfivərfˌju
misdemeanor,ˌmɪsdəˈminər
abrasion,əˈbreɪʒən
consulting,kənˈsəltɪŋ
antiquity,ænˈtɪkwəti
platypus,ˈplætəˌpʊs
plaything,ˈpleɪˌθɪŋ
threaten,θˈrɛtən
path,pæθ
librarian,laɪˈbrɛˌriən
hanseatic,ˌhænsiˈætɪk
hollands,ˈhɑləndz
conferee,ˌkɑnfərˈi
terminable,ˈtərmənəbəl
tungate,ˈtuŋeɪt
clarity,ˈklɛrɪti
pronunciation,prəˌnənsiˈeɪʃən
swaggering,sˈwægərɪŋ
lanum,ˈlænəm
occupy,ˈɑkjəˌpaɪ
weirdness,ˈwɪrdnəs
perilous,ˈpɛrələs
kindle,ˈkɪndəl
misapplication,mɪˌsæpləˈkeɪʃən
shirley,ˈʃərli
hatching,ˈhæʧɪŋ
warehoused,ˈwɛˌrhaʊzd
emulsion,ɪˈməlʃən
gabardine,ˈgæbərˌdin
empathy,ˈɛmpəθi
unrepresentative,ənˌrɛprɪˈzɛntətɪv
resoundingly,rɪˈzaʊndɪŋli
gather,ˈgæðər
crawfish,ˈkrɔˌfɪʃ
doyle,dɔɪl
pyrrhic,ˈpɪrɪk
glottal,ˈglɑtəl
ombudsman,ˈɑmbədzmən
zenith,ˈzinɪθ
lurch,lərʧ
shyness,ˈʃaɪnəs
sympathize,ˈsɪmpəˌθaɪz
sociology,ˌsoʊsiˈɑləʤi
complicated,ˈkɑmpləˌkeɪtəd
randle,ˈrændəl
description,dɪˈskrɪpʃən
hydrazine,ˈhaɪdrəˌzin
camouflage,ˈkæməˌflɑʒ
bigwig,ˈbɪgˌwɪg
rebound,riˈbaʊnd
catchall,ˈkæˌʧɔl
slovakian,sˈloʊvɑˌkiən
crowner,ˈkraʊnər
flounce,flaʊns
referendum,ˌrɛfərˈɛndəm
notion,ˈnoʊʃən
jealously,ˈʤɛləsli
samara,ˈsæmərə
physician,fəˈzɪʃən
grasshopper,ˈgræsˌhɑpər
studio,ˈstudiˌoʊ
floodlight,ˈfləˌdlaɪt
psychotherapy,ˌsaɪkoʊˈθɛrəpi
ammonium,əˈmoʊniəm
senegalese,ˌsɛnəgəˈliz
disembody,dɪsɪˈbɑdi
bianco,biˈɑŋkoʊ
projective,prɑˈʤɛktɪv
beachhead,ˈbiˌʧhɛd
batting,ˈbætɪŋ
curled,kərld
vegetarian,ˌvɛʤəˈtɛˌriən
vari,ˈvɑri
excise,ˈɛksaɪz
snowshoe,sˈnoʊˌʃu
turkmen,ˈtərkˌmɛn
recollection,ˌrɛkəˈlɛkʃən
euphony,ˈjufəni
cheating,ˈʧitɪŋ
ort,ɔrt
deflected,dɪˈflɛktɪd
wolfgang,ˈwʊlfˌgæŋ
ignition,ˌɪgˈnɪʃən
card,kɑrd
foresee,fɔrˈsi
weld,wɛld
demotion,dɪˈmoʊʃən
stolid,ˈstɑləd
bolar,ˈboʊlər
bosch,bɔʃ
fecal,ˈfikəl
lordly,ˈlɔrˌdli
access,ˈækˌsɛs
generational,ˌʤɛnərˈeɪʃənəl
polynesian,ˌpɑˌlɪˈniʒən
ringle,ˈrɪŋgəl
daw,dɔ
sonny,ˈsəni
doorman,ˈdɔrˌmæn
acidly,ˈæsədli
stover,ˈstoʊvər
extendible,ˌɛkˈstɛndɪbəl
baste,beɪst
pleading,ˈplidɪŋ
togs,tɑgz
hyphenate,ˈhaɪfəˌneɪt
break,breɪk
vestment,ˈvɛstmɛnt
conspiracy,kənˈspɪrəsi
telemetry,təˈlɛmətri
condominium,ˌkɑndəˈmɪniəm
persian,ˈpərʒən
overreaching,ˈoʊvərˌriʧɪŋ
impeachable,ˌɪmˈpiʧəbəl
instead,ˌɪnˈstɛd
revocation,ˌrɛvəˈkeɪʃən
gyrocompass,ˈʤaɪroʊˌkəmpəs
mora,ˈmɔrə
trapper,ˈtræpər
semidrying,ˌsɛmɪˈdraɪɪŋ
disjoint,dɪsˈʤɔɪnt
ungovernable,ənˈgəvərnəbəl
ineptness,ˌɪˈnɛptnɪs
humidity,hjuˈmɪdəti
banca,ˈbɑŋkə
lyon,laɪən
marsupial,mɑrˈsupiəl
competition,ˌkɑmpəˈtɪʃən
hired,haɪərd
pomposity,ˌpɑmˈpɑsɪti
bullishness,ˈbʊlɪʃnəs
distinguished,dɪˈstɪŋgwɪʃt
sup,səp
itchy,ˈɪʧi
omission,oʊˈmɪʃən
dialect,ˈdaɪəˌlɛkt
halve,hæv
durst,dərst
strode,stroʊd
inhuman,ˌɪnˈhjumən
skulduggery,skəlˈdəgərˌi
wissel,ˈwɪsəl
bluebell,ˈbluˌbɛl
molucca,məˈlukə
colloquial,kəˈloʊkwiəl
mayfair,ˈmeɪˌfɛr
committal,kəˈmɪtəl
foam,foʊm
iraqi,ˌɪˈræki
annie,ˈæni
laurence,ˈlɔrəns
dermis,ˈdərməs
ability,əˈbɪləˌti
stabilizer,ˈsteɪbəˌlaɪzər
cheer,ʧɪr
shun,ʃən
sobbingly,ˈsɑbɪŋli
garrison,ˈgærɪsən
equiangular,ˌikwəˈæŋgjələr
pivot,ˈpɪvət
autobiographer,ˌɔtəbaɪˈɑgrəfər
recuperation,rɪˌkupərˈeɪʃən
inspirational,ˌɪnspərˈeɪʃənəl
zoology,zoʊˈɑləʤi
hymen,ˈhaɪmən
broadcaster,ˈbrɔdˌkæstər
